main_category|sub_category|course_name|course_desc|instructor_name|instructor_job|base_price|final_price|rating|rating_count
pengembangan-diri|Leadership Skills|Teknik Mengelola Stress Agar Kerja Tetap Produktif|<div>Teknik Mengelola Stress Agar Kerja Tetap Produktif<strong> </strong>merupakan course yang cocok untuk kamu para karyawan yang sering dihadapkan dengan beban kerja yang berat, dan <em>deadline</em> pekerjaan yang cepat. Selain karyawan, kelas ini juga cocok untuk kamu para <em>fresh graduate</em> yang akan memasuki dunia kerja. Kamu akan mengetahui apa itu stres, faktor-faktor yang dapat menimbulkan stres, serta jenis-jenis stres. Selain itu, kamu juga akan mengetahui cara-cara menanggulangi stres, sehingga stres yang sedang dihadapi tidak semakin buruk atau menjadi <em>burnout syndrome</em>. Setelah menonton kelas ini, Kamu juga bisa bersahabat dengan stres dan mengubah stres kerja menjadi sebuah hal yang produktif dan menyenangkan. Di beberapa video, kamu juga akan mendapatkan tips-tips yang bisa kamu terapkan saat stres atau bisa juga kamu bagikan kepada keluarga, teman, atau kekasih yang sedang mengalami stres. &nbsp;</div>|Dinda Saraswati|Trainer Personal Development, Runner Up Miss Internet|660000|168000|4.9|47090
pengembangan-diri|Career Development|Mulai Karirmu Sebagai Penyiar Radio|"<div>Meski eksis dari tahun 1980-an, nyatanya radio hingga saat ini masih didengarkan oleh masyarakat. Memang, ada pergeseran kebiasaan mendengarkan radio, seperti, saat ini radio lebih sering didengarkan saat kita di dalam mobil ataupun di kendaraan umum. Meski begitu, pendengar radio masih cukup digandrungi, sehingga menjadi penyiar radio pun masih menjadi prospek yang cukup diminati. Di kelas ini, kamu akan mempelajari secara lengkap, hal-hal apa saja yang harus dipelajari untuk bisa menjadi seorang penyiar radio. Mulai dari keuntungan menjadi penyiar radio, memahami struktur organisasi, peralatan siaran, pengaturan musik, teknik siaran, hingga berlatih dari opening hingga closing.</div>
<div><br></div>
<div>Tunggu apa lagi, segera beli kelasnya di Skill Academy!</div>"|Ilham Ramdana|Penyiar Radio di Prambors FM|600000|250000|5.0|2
pengembangan-diri|Career Development|Dasar Menjadi Public Speaker Andal|"<div><u><strong>Detail Kelas&nbsp;</strong></u></div>
<div>Dasar Menjadi Public Speaker Andal merupakan kelas dimana kamu bisa mempersiapkan diri untuk berkomunikasi di depan umum, mulai dari persiapan hingga mampu melakukan presentasi. &nbsp;Dalam kelas ini, kamu akan mempelajari tentang bagaimana cara mempersiapkan diri sebelum memulai suatu presentasi, mendapatkan tips dan trik untuk presentasi di berbagai situasi seperti di kantor, di hadapan pelanggan, dan di depan orang banyak seperti saat pelatihan</div>
<div><br></div>
<div>Selanjutnya akan ada materi mengenai public speaking dengan teknik NLP. Kamu akan mengetahui rahasia menaklukan rasa takut dan tidak percaya diri saat public speaking dengan menggunakan teknik NLP. Selain itu, kamu juga akan mendapatkan cara menyusun materi public speaking dengan konsep 3S yaitu, subject mastery, sequencing, dan showmanship. Untuk membantu kamu belajar public speaking, kelas ini juga memiliki beberapa self assessment yang akan membantu kamu menyusun materi public speaking. &nbsp;&nbsp;&nbsp;&nbsp;<u><strong>&nbsp;</strong></u></div>
<div><br></div>
<div><u><strong>Target Peserta&nbsp;</strong></u></div>
<div>Kelas ini cocok untuk mahasiswa, lulusan baru, ataupun karyawan yang ingin meningkatkan kemampuan <em>public speaking</em>.&nbsp;</div>
<div><br></div>
<div><u><strong>Tujuan Umum&nbsp;</strong></u></div>
<div>Kamu akan mampu menerapkan dasar menjadi <em>publik speaker</em> secara tepat.<br>
<br>
</div>
<div>Note: Jika Anda pernah membeli kelas Jago Presentasi dalam 90 Menit dan kelas Kuasai Cara Berbicara Depan Umum dengan Teknik NLP, akan ada materi yang beririsan pada kelas ini</div>"|Kartika Anindya|Public Speaking Trainer, Co-Founder TEDxJakarta|550000|350000|5.0|9015
pengembangan-diri|Communication Skills|Kuasai Cara Berbicara Depan Umum dengan Teknik NLP|"<div><u><strong>Detail Kelas</strong></u><br>
<em>Public speaking</em> menjadi kemampuan yang semakin penting untuk dikuasai di zaman sekarang ini. Di kelas ini kamu akan mengetahui cara memaksimalkan kemampuan <em>public speaking</em>-mu dengan menggunakan teknik NLP (Neuro Linguistic Program). Kamu akan belajar menaklukan rasa takut, gugup, dan tidak percaya diri, menguasai ekspresi wajah, bahasa tubuh, hingga mendapatkan cara menyusun materi <em>public speaking</em> dengan konsep 3S (Subject Mastery, Sequencing, dan Showmanship).<br>
</div>
<div><u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk mahasiswa, karyawan yang ingin menghilangkan rasa takut dan cemas saat berbicara di depan publik, ataupun umum yang ingin mengasah atau meningkatkan kemampuan <em>public speaking</em>. <br>
</div>
<div><u><strong>Tujuan Umum</strong></u><br>
Kamu akan dapat menerapkan penggunaan teknik <em>opening</em>, penyusunan materi, dan <em>closing </em>dalam <em>public speaking </em>dengan menggunakan metode NLP</div>"|Ongky Hojanto|Professional Public Speaker & NLP Trainer|1090000|259000|5.0|140765
pengembangan-diri|Career Development|Belajar Industri Fashion bersama Ivan Gunawan|"<div><strong>Detail Kelas</strong></div>
<div>Peserta belajar mampu menerapkan tips berkarier dan berbisnis di industri fashion.&nbsp;</div>
<div>Tidak harus berlatar belakang pendidikan fesyen, kini semua kalangan bisa menjadi seorang fashion designer! Fashion designer adalah sebutan untuk seseorang yang dikenal terampil dalam menciptakan pakaian dan aksesoris. Beruntungnya, di era digital saat ini, belajar desain menjadi lebih mudah dan nggak perlu mahal.&nbsp;</div>
<div><br></div>
<div>Nah, kini saatnya kamu untuk belajar langsung dengan expertnya. Siapa lagi jika bukan Ivan Gunawan? Tidak hanya bisnis custom made gaun saja, Ivan Gunawan juga memiliki berbagai brand fesyen ready to wear, lho! Tentunya, bisnis ready to wear ini merupakan langkah awal yang cocok dicoba oleh desainer pemula.&nbsp;</div>
<div><br></div>
<div>Tenang saja, di kursus ini, Ivan Gunawan akan berbagi cara menemukan inspirasi desain, cara menentukan nama label dan koleksi, cara menangani klien, dan proses membuat busana klien, dari penentuan konsep hingga proses packaging.&nbsp;</div>
<div>Namun untuk menjadi seorang fashion designer yang bisa terus bertahan di industri fesyen, tentunya tidak cukup bermodalkan keterampilan dalam membuat busana saja. Kemampuan berbisnis yang baik juga perlu dilatih dan diandalkan. Lalu bagaimana caranya? &nbsp;Sebagai pelengkap kursus ini, Ivan Gunawan akan memberi bocoran cara mengenalkan dan memasarkan busana yang dirancang, serta cara membangun relasi dengan stakeholders terkait.&nbsp;</div>
<div><br></div>
<div>Eksklusif! Hanya di Skill Academy, Ivan Gunawan juga akan berbagi pengalamannya dari awal merintis karir sebagai seorang fashion designer hingga kini karyanya mendunia. Selain itu, spesial untuk kamu, akan ada video menarik mengenai rahasia membangun dream team ala Ivan Gunawan. Komplet, deh!</div>
<div>So, tunggu apa lagi? Yuk ikuti kelasnya!</div>
<div><br></div>
<div><strong>Target Peserta</strong></div>
<div>Kelas ini cocok untuk kamu yang ingin merintis karier sebagai seorang fashion designer.</div>
<div><br></div>
<div><strong>Tujuan Umum</strong></div>
<div>Kamu akan mampu menerapkan tips berkarier dan berbisnis di industri fashion. ""</div>"|Ivan Gunawan|Fashion Designer|600000|250000|5.0|21085
pengembangan-diri|Interpersonal Skills|Strategi Parenting: Membantu Anak Menggapai Cita-Cita|"<div>Kesuksesan anak di masa depan tentu berkaitan erat dengan pola asah, asih, dan asuh orang tua, terutama mulai masa kanak-kanak hingga remaja. Orang tua perlu mendampingi dalam setiap perjalanan hidup anak, sehingga diharapkan dapat mengarahkan mimpi dan cita-citanya dengan bantuan kedua orang tua. Namun sayangnya, banyak orang yang menganggap aktivitas <em>parenting </em>adalah kegiatan yang mudah dilakukan dan tidak membutuhkan trik khusus. Melalui kelas Strategi <em>Parenting </em>ini, Bunda Murni Hercahyani akan berbagi wawasan dan pengalaman mengenai cara melakukan pola asuh dan didik yang tepat dan menyenangkan bagi orang tua dan anak.</div>
<div><br></div>
<div>Kelas ini dapat dinikmati oleh orang tua yang ingin membangun keluarga harmonis dan sukses mengantarkan anak-anak menggapai cita-citanya. Selain orang tua, calon orang tua ataupun siapa saja juga dapat mengikuti kelas ini sebagai bekal di masa depan. Kelas ini akan membantu untuk memudahkan para orang tua dalam membesarkan anak-anak dengan kesabaran dan telaten.</div>
<div><br></div>
<div>Strategi <em>Parenting </em>yang diberikan pada kelas ini akan dimulai dengan pendampingan belajar yang memotivasi anak untuk giat belajar. Di sini orang tua akan melihat perannya sebagai pendamping anak untuk mengarahkan agar anak tetap fokus belajar dan meneruskan minat serta bakatnya. Tak lupa, kita akan belajar bersama mengenai cara mengoptimalkan kelebihan dan menyiasati kekurangan anak. Diharapkan dengan memahami dasar <em>parenting </em>di materi pertama ini, orang tua mampu menjadikan dirinya sebagai teladan yang berkenan bagi anak-anak.</div>
<div><br></div>
<div>Kemudian, kita akan belajar cara membangun motivasi belajar anak. Sering sekali orang tua merasa kewalahan ketika mengetahui anak yang tidak semangat belajar bahkan tidak berprestasi dalam segala bidang. Untuk menggali semangat anak, orang tua akan belajar jenis motivasi yaitu motivasi intrinsik dan ekstrinsik yang dapat dikembangkan saat mengasuh buah hati. Selain itu, Bunda Murni juga akan membagikan format ABCD yang selalu digunakannya sebagai cara jitu untuk memberikan motivasi belajar kepada anak. Tak hanya itu, kelas ini juga akan berbagi cara menjalin komunikasi dengan anak, menyeimbangkan karier dan keluarga, dan menjawab beberapa pertanyaan para orangtua yang tentu sangat berkaitan dengan pola asuh dan didik dalam keluarga. Seluruh materi diberikan sekaligus dengan pengalaman praktis yang akan memudahkan para orang tua dan siapa saja untuk mengaplikasikannya bersama buah hati.</div>"|Murni Hercahyani|Ibu Inspiratif|500000|250000|5.0|99
pengembangan-diri|Career Development|Basic Instructional Design untuk Digitalisasi Konten Belajar|"<div><u><strong>Detail Kelas</strong></u><br>
Saat ini semakin banyak kegiatan pembelajaran yang menggunakan teknologi multimedia atau yang dikenal dengan E-learning. Di kelas ini kamu akan mempelajari tahapan pembuatan konten E-Learning, mulai dari konsep dasar, menetapkan teori belajar, dan hal krusial yang perlu diperhatikan dalam pembuatan E-Learning sehingga kamu dapat menghasilkan metode dan konten belajar yang sesuai dengan targetmu. <br>
</div>
<div><u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk yang ingin menjadi trainer, pembuat konten belajar, pembuat konten E-Learning.<br>
</div>
<div><u><strong>Tujuan Umum</strong></u><br>
Kamu akan dapat menjelaskan cara membuat konten belajar yang tepat untuk E-Learning.&nbsp;</div>"|Bambang|Digital Learning Expert|825000|250000|4.9|18501
pengembangan-diri|Interpersonal Skills|Mengenali Diri Sendiri dengan Pemahaman Mental Health|"<div><u><strong>Deksripsi Kelas:</strong></u></div>
<div><br></div>
<div>Masalah kesehatan mental telah menjadi salah satu masalah global. Di Indonesia sendiri, kesehatan mental masih dianggap sebagai satu hal yang tabu untuk dibicarakan, ditambah dengan masih adanya stigma atau pandangan negatif yang muncul terhadap masalah kesehatan mental. &nbsp;</div>
<div><br></div>
<div>Untuk itu, penting sekali memahami kesehatan mental agar seseorang dapat mengenali dirinya dengan lebih baik, karena dengan memiliki mental yang sehat, hal ini dapat meningkatkan kualitas hidup diri sendiri dan juga orang-orang di sekitar. &nbsp;</div>
<div><br></div>
<div>Untuk mendukung hal tersebut, di kelas ini peserta akan belajar tentang pengenalan kesehatan mental, gangguan psikologis, fenomena bunuh diri, cara menjaga kesehatan mental dan mencari bantuan untuk kesehatan mental, serta dukungan untuk meningkatkan kesehatan mental di Indonesia. Dengan mengikuti rangkaian materi di kelas ini, peserta belajar diharapkan mampu untuk menerapkan berbagai macam cara menjaga kesehatan mental.</div>"|Dr Sandersan Onie|Peneliti Psikologi dan Penulis|660000|168000|5.0|3
pengembangan-diri|Career Development|Mengembangkan Podcast dari Nol Bersama Tsana (Rintik Sedu)|"<div>Tren podcast saat ini sedang berkembang dan digemari masyarakat Indonesia. Bahkan menurut data Spotify, Indonesia memiliki pendengar podcast terbanyak se-Asia Tenggara. Peluang ini membuat banyak orang tertarik untuk membuat channel podcastnya sendiri, dan mungkin kamu adalah salah satunya.</div>
<div><br></div>
<div>Dalam kelas ini, Nadhifa Allya Tsana (Rintik Sedu) akan membagikan pengalamannya dalam menciptakan konten podcast yang hits dan disukai pendengar. Materi yang akan dibagikan mulai dari merencanakan konsep channel podcast, proses kreatif dalam membuat konten, tahap produksi, publikasi, dan promosi, hingga cara mengelola channel podcast yang sudah berjalan.</div>
<div><br></div>
<div>Kelas ini cocok untuk siapa saja yang ingin menjadi content creator podcast atau dikenal dengan istilah podcaster. Jadi, tunggu apalagi? Bersiap untuk menciptakan konten-konten podcast yang hits dan menjadi podcaster ternama!</div>"|Nadhifa Allya Tsana|Podcaster|490000|175000|4.8|158
pengembangan-diri|Leadership Skills|Membangun dan Memimpin Tim Penjualan bagi Manajer Penjualan|"<div><u><strong>Deskripsi Kelas</strong></u></div>
<div>Perusahaan dapat dikatakan sukses jika memahami bahwa bisnis tidak hanya bergantung pada bagaimana manajer penjualan mengelola fungsi departemen, tetapi juga bagaimana mereka memimpin orang lain untuk mengatasi tantangan dan mencapai kinerja organisasi yang baik.&nbsp;</div>
<div><br></div>
<div>Melalui peran kepemimpinan dan manajemen yang efektif, &nbsp;maka manajer dan pemimpin penjualan akan dapat &nbsp;membina anggotanya agar tetap fokus, disiplin, dan berkomitmen untuk unggul dalam kinerja penjualan mereka dalam lingkungan persaingan yang berubah dengan cepat.</div>
<div><br></div>
<div>Oleh karena itu dalam kelas ini kamu akan mempelajari bagaimana cara membangun karakteristik Organisasi penjualan, memahami kompetensi teknis penjualan, pengertian manajemen emosi dilanjutkan dengan menjelaskan konsep dasar coaching, mengembangkan kemampuan melalui feedback, dan terakhir yaitu cara memotivasi tim penjualan yang diawali dengan menentukan peran dan tanggung jawab, cara komunikasi yang efektif, hingga cara menjaga motivasi tim.</div>
<div><br></div>
<div>Jadi pastikan kamu mengikuti kelas ini sampai selesai, ya!</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Peserta mampu membangun dan memimpin tim penjualan dengan memperkuat pondasi tim penjualan serta mengembangkan kemampuan tim penjualan dari proses rekrutmen hingga menunjukan kinerja yang baik.</div>
<div><br></div>
<div><u><strong>Tujuan Khusus</strong></u></div>
<div>1. Memahami peran kepemimpinan dalam memotivasi tenaga penjualan</div>
<div>2. Memperkuat pondasi tim penjualan</div>
<div>3. Memahami pengetahuan kepemimpinan untuk mendorong tenaga penjualan mencapai produktivitas penjualan</div>
<div>4.Mengembangkan kemampuan tim penjualan melalui feedback</div>
<div>5. Mengembangkan kompetensi dan keterampilan tim penjualan</div>
<div>6. Menerapkan kepemimpinan yang menginspirasi, memotivasi, melatih, dan mempercepat kinerja tenaga penjualan</div>
<div>7. Bersinergi dengan tim untuk mengembangkan strategi penjualan yang relevan</div>
<div><br></div>
<div><u><strong>Kelompok Sasaran &amp; Prasyarat</strong></u></div>
<div>1. Masyarakat umum yang memiliki ketertarikan dalam bidang penjualan</div>
<div>2. Minimal lulusan sarjana/S1 atau lulusan baru tingkat universitas</div>
<div>3. Manajer penjualan yang ingin meningkatkan karier ataupun persiapan kenaikan jabatan</div>
<div>4. Memiliki gawai (PC/laptop) untuk mengakses materi <em>online</em></div>
<div>5. Memiliki jaringan internet yang stabil</div>
<div>6. Mampu mengoperasikan laptop/komputer dasar dan smartphone</div>
<div><br></div>
<div><u><strong>Aspek Kompetensi</strong></u></div>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_a4gpmb_1443.jpg""/></figure>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_emgzcy_1117.jpg""/></figure>
<div><br></div>
<div><u><strong>Metode Ajar</strong></u></div>
<div>Ceramah, Membaca Handout</div>
<div><br></div>
<div><u><strong>Jadwal Sesi Tanya Jawab</strong></u></div>
<div>Tiap Jumat, jam 16.00-17.00 WIB, mulai 11 Maret 2022 bersama Kusuma Adisaputra</div>
<div><br></div>
<div><u><strong>Tagging:</strong></u></div>
<div>Okupasi, Manager, Manager Penjualan, Memahami kompetensi manajer penjualan, Melakukan penilaian dan evaluasi tim, Kompetens iteknis penjualan, Teknik presentasi penjualan, Merekrut tim &nbsp;enjualan, Melakukan coaching, Meeting penjualan</div>"|Kusuma Adisaputra|Manager Sales Capability & Knowledge Management|450000|450000|4.8|179
pengembangan-diri|Leadership Skills|Penyelesaian Masalah dan Pengambilan Keputusan dengan Kemampuan Berpikir Analitis|"<div>Di tempat kerja maupun dalam keseharian, banyak ditemui permasalahan yang kompleks dan memerlukan penyelesaian yang tepat dan cepat. Untuk itu, sebagai individu, perlu memiliki kemampuan atau <em>skill </em>yang dibutuhkan untuk menyelesaikan permasalahan dan mengambil keputusan yang tepat. Kemampuan berpikir analitis merupakan salah satu kunci utama yang perlu dimiliki agar bisa menyelesaikan permasalahan dan mengambil keputusan secara efektif. Berpikir analitis menuntut individu untuk bisa menemukan akar permasalahan, membaginya menjadi elemen-elemen yang lebih kecil dan detil, kemudian dicari hubungan logis antara yang satu dengan yang lainnya, untuk dianalisis dan ditemukan solusi atau keputusan yang paling tepat.&nbsp;</div>
<div><br></div>
<div>Dengan menguasai kemampuan berpikir analitis, kamu diharapkan sudah mampu menyelesaikan permasalahan dan mengambil keputusan yang tepat di lingkungan kerjamu. Di kelas <em><strong>Analytical Thinking Skill</strong></em><strong>: Penyelesaian Masalah dan Pengambilan Keputusan dengan Kemampuan Berpikir Analitis, </strong>kamu akan belajar mengenai konsep, karakteristik, cakupan, tahapan pada berpikir analitis.&nbsp;</div>
<div><br></div>
<div>Yuk, ikuti kelas ini sekarang!</div>"|Wina Wilanisa|Communication Expert |660000|250000|4.8|43
pengembangan-diri|Career Development|Belajar Menyusun Rencana Program Pembelajaran (RPP) bagi Calon Professional Pelatih|"<div><u><strong>Deskripsi Kelas:&nbsp;</strong></u></div>
<div>Menjadi pelatih (trainer) merupakan suatu profesi bagi beberapa profesional, namun ada juga rekan profesional lainnya yang memiliki tanggung jawab tambahan yaitu memberikan pelatihan kepada kolega lainnya, yang biasa disebut sebagai internal trainer. Internal trainer umumnya memberikan pelatihan secara In-House kepada karyawan lain dalam satu grup perusahaan.<br>
</div>
<div>Melalui pelatihan ini, peserta dalam hal ini para pelatih akan memahami perbedaan melatih dan memfasilitasi, lebih cermat dalam menentukan materi pelatihan dan membuat rencana pelatihan, siap melakukan pelatihan dan membangun first impression dengan baik, siap menghadapi hal sulit dan tak terduga, serta berbagai tips dan trik agar membuat kelas tetap interaktif.<br>
</div>
<div>Apakah Anda sedang bersiap untuk menjadi pelatih profesional? Yuk ikuti pelatihan ini dan pahami bahwa pelatihan adalah proses di mana keterampilan, pengetahuan, dan sikap diterapkan.&nbsp;</div>
<div><u><strong>Tujuan Umum:</strong></u></div>
<div>Peserta mampu membuat rencana pembelajaran yang aktif dan menarik pada saat pelatihan menggunakan alat bantu visual dan bahan pendukung pembelajaran yang tepat.</div>
<div><br></div>
<div><u><strong>Tujuan Khusus:</strong></u></div>
<div>1. Menentukan perbedaan melatih dan memfasilitasi</div>
<div>2. Memperkirakan kebutuhan pelatihan peserta</div>
<div>3. Memahami cara membangun lingkungan belajar yang aktif dan menarik</div>
<div>4. Membuat rencana pelajaran yang menggabungkan berbagai preferensi pembelajaran</div>
<div>5. Menentukan alat bantu visual dan bahan pendukung pembelajaran</div>
<div>6. Menyesuaikan cara dalam mengelola kondisi tak terduga</div>
<div>7. Bertanggung Jawab Melatih Dan Memfasilitasi</div>
<div>8. Cermat &amp; Teliti Menyiapkan Kebutuhan Pelatihan Peserta</div>
<div>9. Cerdas Membangun Lingkungan Belajar Yang Aktif Dan Menarik</div>
<div>10. Cermat, Teliti, Dan Bertanggung Jawab Membuat Rencana Pelajaran Yang Menggabungkan</div>
<div>11. Cermat Menentukan Alat Bantu Visual Dan Bahan Pendukung Pembelajaran</div>
<div>12. Cermat &amp; Bertanggung Jawab Mengelola Peserta Yang Sulit Dan Topik Yang Sulit</div>
<div><br></div>
<div><u><strong>Kelompok Sasaran &amp; Prasyarat:</strong></u></div>
<div>1. Minimal pendidikan SMA/sederajat</div>
<div>2. Tenaga pelatih (trainer) profesional yang ingin mengingkatkan kompetensi melatih</div>
<div>3. Tenaga profesional lainnya yang ingin merintis karier sebagai pelatih (trainer)</div>
<div>4. Tim Sumber Daya Manusia di Perusahaan</div>
<div>5. Memiliki gawai (PC/laptop) untuk mengakses materi online dengan koneksi internet yang stabil</div>
<div>6. Memiliki dan mampu mengoperasikan aplikasi pengolah dokumen (Microsoft Office) dan browser</div>
<div><br></div>
<div><u><strong>Aspek Kompetensi:</strong></u></div>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_z1x1n4_8335.jpg""/></figure>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_bfij9b_9522.jpg""/></figure>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_5xuxhx_1650.jpg""/></figure>
<div><br></div>
<div><u><strong>Metode Ajar:</strong></u></div>
<div>Ceramah, Peragaan, Membaca handout, Studi Kasus&nbsp;</div>
<div><br></div>
<div><u><strong>Jadwal Sesi Tanya Jawab:&nbsp;</strong></u></div>
<div>Tiap Jumat, jam 16.00-17.00 WIB bersama dengan Beby Lokita Salsabila.</div>
<div><br></div>
<div><u><strong>Tagging:&nbsp;</strong></u></div>
<div>Okupasi, Profesional, Profesional Pelatihan dan Pengembangan Staf Lainnya, memahami rencana pembelajaran, membuat rencana pembelajaran, terampil membuat rencana pembelajaran, kebutuhan pelatihan, silabus pelatihan, mengelola pelatihan</div>"|Beby Lokita Salsabila|Senior Curriculum Designer|600000|600000|4.9|2099
pengembangan-diri|Career Development|Dasar Fashion Design: Mengembangkan Ide Menjadi Desain Koleksi|"<div>Sektor <em>fashion </em>adalah salah satu sektor yang paling diminati dalam industri ekonomi kreatif Indonesia. Bagaimana tidak? Selain menjadi kebutuhan sehari-hari, <em>fashion </em>dinilai sebagai sebuah estetika desain, bahkan sebuah gaya hidup bagi banyak orang. Karena itulah, perancang busana atau <em>fashion designer </em>menjadi profesi dengan peluang yang bagus dan menarik untuk digeluti. Bagi kamu yang tertarik dengan desain dan pakaian, menjadi <em>fashion designer</em> pastilah menjadi pilihan karier yang memikat. Karena itu, jika kamu belum pernah mempelajari ilmu dasar <em>fashion</em> namun tertarik untuk memulai, kelas “Dasar <em>Fashion Design</em>” dapat menjadi kelas yang cocok untukmu.</div>
<div><br></div>
<div>Dalam kelas ini, kamu akan mempelajari keterampilan paling mendasar dalam menjadi seorang <em>fashion designer</em>, yakni mengembangkan ide menjadi sebuah desain pakaian atau koleksi <em>fashion. </em>Bersama <em>fashion designer </em>muda Imme Kristiani, kamu akan mempelajari tipe dan konsep dasar <em>fashion</em> serta proses pengembangan ide yang terdiri dari: proses riset, <em>fashion forecasting</em>, pembuatan <em>mood board</em>, menggambar proporsi, menggambar ilustrasi <em>fashion</em>, menggambar ilustrasi teknis, membuat <em>fabric board</em>, hingga mengevaluasi desain yang dibuat. Setelah mengikuti kelas ini, kamu diharapkan mampu menginterpretasi idemu menjadi sebuah desain pakaian atau koleksi.</div>
<div><br></div>
<div>Tunggu apalagi? Yuk ikut kelasnya dan wujudkan mimpimu untuk menjadi seorang <em>fashion designer</em>!&nbsp;</div>"|Imme Kristiani|Fashion Designer|600000|225000|4.8|100
pengembangan-diri|Career Development|Tingkatkan Teknik Mewawancarai, Rekrut Kandidat Terbaik|"<div>Wawancara kerja sampai saat masih menjadi tahapan krusial dalam proses perekrutan calon karyawan sebuah perusahaan. Jika wawancara dilakukan dengan benar dan tepat, perekrut dapat melihat potensi dalam diri kandidat, apakah kandidat itu cocok atau tidak dengan perusahaan tersebut. Seorang perekrut, atau tepatnya pewawancara harus memiliki teknik serta dasar mewawancarai yang tepat, agar bisa menggali kandidat dengan lebih maksimal. Untuk itu, kelas ini hadir membagikan ilmu serta teknik dasar mewawancarai dengan baik dan benar.&nbsp;</div>
<div><br></div>
<div>Pada kelas ini, kamu akan mempelajari mulai dari pengetahuan dasar seperti format-format wawancara kerja, jenis-jenis pertanyaan, cara menghadapi berbagai tipe kandidat, hingga apa saja yang perlu dipersiapkan sebelum, selama, dan setelah wawancara kerja dilakukan.</div>
<div>Tidak hanya itu, kamu juga akan mendapatkan materi terkait apa itu wawancara kerja daring beserta contoh praktik secara langsungnya.&nbsp;</div>
<div><br></div>
<div>Dengan mengikuti kelas ini, diharapkan kamu dapat mengaplikasikan pengetahuan yang telah didapat agar bisa lebih mahir dalam mewawancarai seorang kandidat.</div>
<div><br></div>
<div>Ayo, pelajari selengkapnya materi di kelas ini. Selamat belajar!</div>"|Alvin Tanthio|HR Professional|660000|250000|4.9|80
pengembangan-diri|Career Development|Menjadi YouTuber dan Content Creator Bersama Gita Savitri|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Content creator dan youtuber menjadi pekerjaan yang sedang kondang dan menjanjikan saat ini. Namun, untuk menghasilkan konten yang berkualitas dan menguntungkan butuh strategi yang tepat.&nbsp;</div>
<div>Di kelas ini kamu akan dibimbing oleh Gita Savitri untuk membangun channel YouTube, mulai dari mengetahui tren, teknik membuat video yang menarik, hingga cara monetisasi channel YouTube kamu. Selain itu, kamu juga akan mempelajari cara menambahkan aset animasi berupa motion graphics sederhana dalam video yang akan dibawakan oleh Baswara Mursyid. Kamu akan belajar, mulai dari teori dan praktik penggunaan motion graphic menggunakan Adobe After Effect dan software Adobe lainnya sebagai pendukung. Kamu bisa menyelesaikan kelas ini selama dua minggu jika kamu menyediakan waktu 30 menit/hari.&nbsp;</div>
<div>Catatan: Jika kamu pernah membeli kelas Langkah Menjadi YouTuber Profesional Bersama Gita Savitri dan Kuasai Motion Graphic dengan Adobe After Effect untuk Pemula, akan ada materi yang beririsan pada kelas ini.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk content creator, YouTuber, illustrator, dan motion graphic designer/animator.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu menerapkan langkah-langkah pembuatan dan pengembangan channel Youtube, serta pengaplikasian teknik-teknik motion graphic dalam konten video.</div>"|Gita Savitri Devi||450000|320000|5.0|25979
